"ProductType","Product","AgeRange","IncomeRange","EmploymentStatus","ResidentialStatus","LikelihoodScore","total"
"Balance Transfer","Santander*","(40,50]","50k","Self Employed","Homeowner",0.9,14
"Balance Transfer","Santander*","(30,40]","60k","Full time","Homeowner",0.7,24
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","50k","Full time","Homeowner",0.9,30
"Balance Transfer","Halifax Low Rate*","(20,30]","50k","Full time","Homeowner",0.9,31
"Balance Transfer","Halifax Low Rate*","(40,50]","30k","Part time","Council Tenant",0.3,38
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","30k","Part time","Council Tenant",0.3,34
"Balance Transfer","Santander*","(40,50]","30k","Part time","Council Tenant",0.8,22
"Balance Transfer","Post Office*","(40,50]","130k","Full time","Homeowner",0,12
"Balance Transfer","Santander*","(20,30]","30k","Homemaker","Private Tenant",0.95,14
"Balance Transfer","Santander*","(40,50]","50k","Part time","Homeowner",0.2,14
"Balance Transfer","Santander*","(30,40]","10k","Self Employed","Council Tenant",0.95,18
"Balance Transfer","MBNA Low Rate*","(40,50]","70k","Self Employed","Homeowner",0.8,12
"Balance Transfer","Post Office*","(40,50]","70k","Self Employed","Homeowner",0.4,24
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","10k","Self Employed","Homeowner",0,15
"Balance Transfer","Halifax Low Rate*","(20,30]","10k","Self Employed","Homeowner",0,15
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","30k","Self Employed","Living with Parents",0.95,15
"Balance Transfer","Halifax Low Rate*","(20,30]","30k","Self Employed","Living with Parents",0.95,15
"Balance Transfer","Santander*","(30,40]","70k","Full time","Private Tenant",0.6,12
"Balance Transfer","MBNA Low Rate*","(20,30]","50k","Self Employed","Living with Parents",0,12
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","50k","Self Employed","Private Tenant",0.9,28
"Balance Transfer","Halifax Low Rate*","(20,30]","50k","Self Employed","Private Tenant",0.9,27
"Balance Transfer","Santander*","(20,30]","50k","Self Employed","Private Tenant",0.95,22
"Balance Transfer","Santander*","(40,50]","20k","Part time","Council Tenant",0.5,12
"Balance Transfer","Post Office*","(40,50]","50k","Part time","Homeowner",0,14
"Balance Transfer","Santander*","(40,50]","20k","Homemaker","Council Tenant",0.95,22
"Balance Transfer","Santander*","(30,40]","80k","Full time","Homeowner",0.8,16
"Balance Transfer","Santander*","(60,70]","40k","Retired","Homeowner",0.3,20
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","30k","Self Employed","Homeowner",0.4,18
"Balance Transfer","Halifax Low Rate*","(30,40]","30k","Self Employed","Homeowner",0.4,18
"Balance Transfer","MBNA Low Rate*","(40,50]","130k","Full time","Homeowner",0.1,40
"Balance Transfer","Lloyds Platinum Low Rate*","(60,70]","60k","Full time","Homeowner",0.2,60
"Balance Transfer","Halifax Low Rate*","(60,70]","60k","Full time","Homeowner",0.2,63
"Balance Transfer","Santander*","(60,70]","60k","Full time","Homeowner",0.2,16
"Balance Transfer","MBNA Low Rate*","(50,60]","10k","Retired","Council Tenant",0,12
"Balance Transfer","Post Office*","(50,60]","10k","Retired","Council Tenant",0,14
"Balance Transfer","MBNA Low Rate*","(30,40]","30k","Full time","Private Tenant",0.2,12
"Balance Transfer","Santander*","(50,60]","20k","Homemaker","Homeowner",0.3,12
"Balance Transfer","Santander*","(60,70]","10k","Retired","Homeowner",0.6,22
"Balance Transfer","MBNA Low Rate*","(40,50]","10k","Retired","Living with Parents",0,12
"Balance Transfer","MBNA Low Rate*","(40,50]","70k","Self Employed","Private Tenant",0,16
"Balance Transfer","Post Office*","(40,50]","70k","Self Employed","Private Tenant",0,14
"Balance Transfer","MBNA Low Rate*","(30,40]","50k","Homemaker","Homeowner",0.1,20
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","70k","Full time","Private Tenant",0.5,24
"Balance Transfer","Halifax Low Rate*","(40,50]","70k","Full time","Private Tenant",0.5,24
"Balance Transfer","MBNA Low Rate*","(60,70]","20k","Self Employed","Council Tenant",0,20
"Balance Transfer","Post Office*","(60,70]","20k","Self Employed","Council Tenant",0,11
"Balance Transfer","Santander*","(20,30]","60k","Full time","Private Tenant",0.9,16
"Balance Transfer","Halifax Low Rate*","(30,40]","10k","Full time","Private Tenant",0.95,18
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","10k","Full time","Private Tenant",0.95,15
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","20k","Self Employed","Living with Parents",0.9,18
"Balance Transfer","Halifax Low Rate*","(20,30]","20k","Self Employed","Living with Parents",0.9,20
"Balance Transfer","MBNA Low Rate*","(50,60]","10k","Retired","Private Tenant",0,20
"Balance Transfer","Santander*","(30,40]","40k","Part time","Homeowner",0.9,14
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","50k","Full time","Private Tenant",0.9,21
"Balance Transfer","Halifax Low Rate*","(40,50]","50k","Full time","Private Tenant",0.9,21
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","50k","Full time","Living with Parents",0.5,12
"Balance Transfer","Halifax Low Rate*","(30,40]","50k","Full time","Living with Parents",0.5,13
"Balance Transfer","Halifax Low Rate*","(40,50]","20k","Self Employed","Council Tenant",0.4,11
"Balance Transfer","MBNA Low Rate*","(80,90]","20k","Retired","Homeowner",0,40
"Balance Transfer","Lloyds Platinum Low Rate*","(80,90]","20k","Retired","Homeowner",0.2,33
"Balance Transfer","Halifax Low Rate*","(80,90]","20k","Retired","Homeowner",0.2,35
"Balance Transfer","Post Office*","(80,90]","20k","Retired","Homeowner",0.4,22
"Balance Transfer","Santander*","(80,90]","20k","Retired","Homeowner",0.4,16
"Balance Transfer","Post Office*","(30,40]","40k","Self Employed","Homeowner",0.7,12
"Balance Transfer","MBNA Low Rate*","(30,40]","130k","Full time","Homeowner",0.1,28
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","40k","Self Employed","Homeowner",0.95,27
"Balance Transfer","Halifax Low Rate*","(50,60]","40k","Self Employed","Homeowner",0.95,27
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","50k","Full time","Council Tenant",0.95,12
"Balance Transfer","Halifax Low Rate*","(50,60]","50k","Full time","Council Tenant",0.95,12
"Balance Transfer","Santander*","(50,60]","50k","Full time","Council Tenant",0,14
"Balance Transfer","MBNA Low Rate*","(40,50]","20k","Homemaker","Private Tenant",0.1,24
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","20k","Homemaker","Private Tenant",0.2,15
"Balance Transfer","Halifax Low Rate*","(40,50]","20k","Homemaker","Private Tenant",0.2,16
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","10k","Part time","Living with Parents",0.4,12
"Balance Transfer","Halifax Low Rate*","(30,40]","10k","Part time","Living with Parents",0.4,12
"Balance Transfer","Santander*","(40,50]","50k","Self Employed","Homeowner",0.3,16
"Balance Transfer","Santander*","(20,30]","10k","Full time","Council Tenant",0.95,12
"Balance Transfer","Santander*","(30,40]","20k","Homemaker","Private Tenant",0.6,12
"Balance Transfer","MBNA Low Rate*","(30,40]","20k","Self Employed","Council Tenant",0.1,16
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","20k","Self Employed","Council Tenant",0.95,21
"Balance Transfer","Halifax Low Rate*","(30,40]","20k","Self Employed","Council Tenant",0.95,21
"Balance Transfer","MBNA Low Rate*","(70,80]","50k","Retired","Homeowner",0,20
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","20k","Part time","Council Tenant",0.95,24
"Balance Transfer","Halifax Low Rate*","(40,50]","20k","Part time","Council Tenant",0.95,24
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","20k","Self Employed","Homeowner",0.95,60
"Balance Transfer","Halifax Low Rate*","(50,60]","20k","Self Employed","Homeowner",0.95,58
"Balance Transfer","Lloyds Platinum Low Rate*","(60,70]","30k","Full time","Homeowner",0.95,15
"Balance Transfer","Halifax Low Rate*","(60,70]","30k","Full time","Homeowner",0.95,15
"Balance Transfer","MBNA Low Rate*","(50,60]","10k","Homemaker","Living with Parents",0,20
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","10k","Homemaker","Living with Parents",0,12
"Balance Transfer","Halifax Low Rate*","(50,60]","10k","Homemaker","Living with Parents",0,12
"Balance Transfer","Santander*","(40,50]","30k","Full time","Council Tenant",0.3,16
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","50k","Self Employed","Private Tenant",0.95,30
"Balance Transfer","Halifax Low Rate*","(30,40]","50k","Self Employed","Private Tenant",0.95,30
"Balance Transfer","Santander*","(50,60]","40k","Self Employed","Homeowner",0.6,24
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","20k","Full time","Private Tenant",0.9,16
"Balance Transfer","Halifax Low Rate*","(50,60]","20k","Full time","Private Tenant",0.9,15
"Balance Transfer","Santander*","(50,60]","10k","Full time","Council Tenant",0.95,20
"Balance Transfer","Halifax Low Rate*","(60,70]","100k","Full time","Homeowner",0.2,15
"Balance Transfer","Lloyds Platinum Low Rate*","(60,70]","100k","Full time","Homeowner",0.2,12
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","20k","Homemaker","Private Tenant",0.95,21
"Balance Transfer","Halifax Low Rate*","(20,30]","20k","Homemaker","Private Tenant",0.95,21
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","70k","Self Employed","Homeowner",0.2,35
"Balance Transfer","Halifax Low Rate*","(40,50]","70k","Self Employed","Homeowner",0.2,34
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","20k","Part time","Council Tenant",0.7,15
"Balance Transfer","Halifax Low Rate*","(50,60]","20k","Part time","Council Tenant",0.7,15
"Balance Transfer","Santander*","(60,70]","40k","Full time","Homeowner",0.6,14
"Balance Transfer","Halifax Low Rate*","(40,50]","20k","Part time","Private Tenant",0.5,44
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","20k","Part time","Private Tenant",0.5,42
"Balance Transfer","MBNA Low Rate*","(50,60]","30k","Full time","Private Tenant",0.8,20
"Balance Transfer","Lloyds Platinum Low Rate*","(10,20]","10k","Full time","Living with Parents",0.95,21
"Balance Transfer","Halifax Low Rate*","(10,20]","10k","Full time","Living with Parents",0.95,21
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","20k","Homemaker","Private Tenant",0.5,27
"Balance Transfer","Halifax Low Rate*","(20,30]","20k","Homemaker","Private Tenant",0.5,27
"Balance Transfer","Lloyds Platinum Low Rate*","(60,70]","20k","Retired","Homeowner",0.7,15
"Balance Transfer","Halifax Low Rate*","(60,70]","20k","Retired","Homeowner",0.7,15
"Balance Transfer","Post Office*","(40,50]","20k","Full time","Homeowner",0.8,30
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","90k","Full time","Homeowner",0.5,18
"Balance Transfer","Halifax Low Rate*","(30,40]","90k","Full time","Homeowner",0.5,20
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","90k","Full time","Homeowner",0.6,12
"Balance Transfer","Halifax Low Rate*","(30,40]","90k","Full time","Homeowner",0.6,12
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","20k","Self Employed","Private Tenant",0.6,18
"Balance Transfer","Halifax Low Rate*","(30,40]","20k","Self Employed","Private Tenant",0.6,18
"Balance Transfer","Santander*","(60,70]","30k","Retired","Homeowner",0,20
"Balance Transfer","Lloyds Platinum Low Rate*","(60,70]","20k","Self Employed","Private Tenant",0,12
"Balance Transfer","Halifax Low Rate*","(60,70]","20k","Self Employed","Private Tenant",0,12
"Balance Transfer","Halifax Low Rate*","(60,70]","10k","Part time","Homeowner",0.9,16
"Balance Transfer","Lloyds Platinum Low Rate*","(60,70]","10k","Part time","Homeowner",0.9,15
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","60k","Self Employed","Homeowner",0.6,12
"Balance Transfer","Halifax Low Rate*","(40,50]","60k","Self Employed","Homeowner",0.6,12
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","40k","Full time","Private Tenant",0.3,18
"Balance Transfer","Halifax Low Rate*","(40,50]","40k","Full time","Private Tenant",0.3,18
"Balance Transfer","Santander*","(60,70]","10k","Part time","Homeowner",0.5,12
"Balance Transfer","Santander*","(40,50]","10k","Homemaker","Private Tenant",0,12
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","130k","Full time","Homeowner",0.2,18
"Balance Transfer","Halifax Low Rate*","(30,40]","130k","Full time","Homeowner",0.2,19
"Balance Transfer","MBNA Low Rate*","(80,90]","20k","Retired","Council Tenant",0,24
"Balance Transfer","Post Office*","(80,90]","20k","Retired","Council Tenant",0,12
"Balance Transfer","MBNA Low Rate*","(30,40]","30k","Full time","Homeowner",0.6,28
"Balance Transfer","MBNA Low Rate*","(50,60]","10k","Retired","Council Tenant",0.8,12
"Balance Transfer","Santander*","(60,70]","60k","Full time","Homeowner",0.3,12
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","40k","Full time","Private Tenant",0.3,24
"Balance Transfer","Halifax Low Rate*","(50,60]","40k","Full time","Private Tenant",0.3,26
"Balance Transfer","Santander*","(50,60]","30k","Full time","Living with Parents",0.3,20
"Balance Transfer","Post Office*","(50,60]","30k","Part time","Homeowner",0.7,18
"Balance Transfer","Santander*","(50,60]","30k","Part time","Homeowner",0.5,16
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","20k","Self Employed","Private Tenant",0.7,18
"Balance Transfer","Halifax Low Rate*","(30,40]","20k","Self Employed","Private Tenant",0.7,18
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","20k","Self Employed","Private Tenant",0.6,12
"Balance Transfer","Halifax Low Rate*","(40,50]","20k","Self Employed","Private Tenant",0.6,12
"Balance Transfer","MBNA Low Rate*","(20,30]","20k","Full time","Private Tenant",0.2,12
"Balance Transfer","MBNA Low Rate*","(40,50]","10k","Part time","Living with Parents",0,24
"Balance Transfer","Post Office*","(40,50]","10k","Part time","Living with Parents",0,12
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","50k","Full time","Living with Parents",0.7,12
"Balance Transfer","Halifax Low Rate*","(20,30]","50k","Full time","Living with Parents",0.7,14
"Balance Transfer","Post Office*","(30,40]","60k","Self Employed","Homeowner",0.4,20
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","200k","Full time","Homeowner",0.2,12
"Balance Transfer","Halifax Low Rate*","(40,50]","200k","Full time","Homeowner",0.2,12
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","10k","Part time","Private Tenant",0.95,31
"Balance Transfer","Halifax Low Rate*","(30,40]","10k","Part time","Private Tenant",0.95,27
"Balance Transfer","MBNA Low Rate*","(50,60]","20k","Retired","Private Tenant",0,40
"Balance Transfer","Post Office*","(50,60]","20k","Retired","Private Tenant",0,22
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","20k","Student","Private Tenant",0.2,24
"Balance Transfer","Halifax Low Rate*","(30,40]","20k","Student","Private Tenant",0.2,26
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","80k","Full time","Homeowner",0.9,15
"Balance Transfer","Halifax Low Rate*","(30,40]","80k","Full time","Homeowner",0.9,15
"Balance Transfer","MBNA Low Rate*","(20,30]","10k","Self Employed","Living with Parents",0.1,20
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","10k","Self Employed","Living with Parents",0.2,15
"Balance Transfer","Halifax Low Rate*","(20,30]","10k","Self Employed","Living with Parents",0.2,15
"Balance Transfer","MBNA Low Rate*","(40,50]","170k","Full time","Homeowner",0.1,12
"Balance Transfer","Santander*","(30,40]","90k","Full time","Homeowner",0.9,12
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","30k","Part time","Homeowner",0.5,30
"Balance Transfer","Halifax Low Rate*","(40,50]","30k","Part time","Homeowner",0.5,32
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","20k","Self Employed","Private Tenant",0.95,33
"Balance Transfer","Halifax Low Rate*","(40,50]","20k","Self Employed","Private Tenant",0.95,33
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","50k","Self Employed","Homeowner",0.3,29
"Balance Transfer","Halifax Low Rate*","(40,50]","50k","Self Employed","Homeowner",0.3,27
"Balance Transfer","Halifax Low Rate*","(60,70]","30k","Part time","Homeowner",0.3,11
"Balance Transfer","Santander*","(50,60]","60k","Full time","Homeowner",0.5,12
"Balance Transfer","Santander*","(60,70]","40k","Part time","Homeowner",0.3,20
"Balance Transfer","Santander*","(40,50]","30k","Self Employed","Council Tenant",0,20
"Balance Transfer","Santander*","(50,60]","20k","Part time","Council Tenant",0.8,14
"Balance Transfer","MBNA Low Rate*","(30,40]","40k","Part time","Private Tenant",0,72
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","40k","Part time","Private Tenant",0,15
"Balance Transfer","Halifax Low Rate*","(30,40]","40k","Part time","Private Tenant",0,15
"Balance Transfer","Post Office*","(30,40]","40k","Part time","Private Tenant",0,36
"Balance Transfer","Santander*","(30,40]","10k","Self Employed","Homeowner",0.8,18
"Balance Transfer","Lloyds Platinum Low Rate*","(60,70]","30k","Full time","Private Tenant",0.7,15
"Balance Transfer","Halifax Low Rate*","(60,70]","30k","Full time","Private Tenant",0.7,16
"Balance Transfer","Santander*","(60,70]","30k","Self Employed","Homeowner",0.6,24
"Balance Transfer","Lloyds Platinum Low Rate*","(60,70]","50k","Full time","Homeowner",0.4,15
"Balance Transfer","Halifax Low Rate*","(60,70]","50k","Full time","Homeowner",0.4,15
"Balance Transfer","MBNA Low Rate*","(60,70]","40k","Part time","Homeowner",0,40
"Balance Transfer","Post Office*","(60,70]","40k","Part time","Homeowner",0,12
