"Credit Card Type","Credit Card","Employment Status","Residential Status","Age Range","Income Range (k)","Volume","Likelihood Score"
"Balance Transfer","MBNA Low Rate*","Self Employed","Private Tenant",40,20,12,0.8
"Balance Transfer","Post Office*","Full time","Homeowner",50,50,16,0.95
"Balance Transfer","Santander*","Part time","Private Tenant",40,20,26,0.6
"Balance Transfer","Santander*","Full time","Homeowner",60,70,36,0.9
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",50,20,33,0.95
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",50,20,33,0.95
"Balance Transfer","Post Office*","Self Employed","Homeowner",50,20,12,0.95
"Balance Transfer","MBNA Low Rate*","Full time","Living with Parents",50,30,28,0.8
"Balance Transfer","Santander*","Full time","Living with Parents",50,30,16,0.9
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",30,10,24,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",30,10,58,0
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",30,10,62,0
"Balance Transfer","Post Office*","Full time","Homeowner",30,10,40,0
"Balance Transfer","Santander*","Part time","Private Tenant",50,30,14,0.6
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",70,60,106,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",70,60,42,0
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",70,60,43,0
"Balance Transfer","Post Office*","Full time","Homeowner",70,60,40,0
"Balance Transfer","Santander*","Full time","Homeowner",70,60,24,0.4
"Balance Transfer","MBNA Low Rate*","Retired","Homeowner",50,20,48,0
"Balance Transfer","Santander*","Self Employed","Homeowner",50,30,16,0.7
"Balance Transfer","Santander*","Retired","Homeowner",70,50,12,0.2
"Balance Transfer","MBNA Low Rate*","Homemaker","Living with Parents",30,40,14,0
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",30,50,37,0.4
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",30,50,36,0.4
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",40,40,12,0.3
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",40,40,13,0.3
"Balance Transfer","Santander*","Full time","Council Tenant",40,40,16,0.6
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",50,80,42,0.4
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",50,80,39,0.4
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",60,70,21,0.95
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",60,70,25,0.95
"Balance Transfer","Post Office*","Full time","Homeowner",40,60,18,0.9
"Balance Transfer","Santander*","Self Employed","Private Tenant",40,30,12,0.4
"Balance Transfer","MBNA Low Rate*","Part time","Private Tenant",70,20,32,0
"Balance Transfer","Santander*","Part time","Private Tenant",70,20,12,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Private Tenant",30,20,21,0.4
"Balance Transfer","Halifax Low Rate*","Part time","Private Tenant",30,20,21,0.4
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",50,40,30,0.7
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",50,40,31,0.7
"Balance Transfer","MBNA Low Rate*","Part time","Living with Parents",40,10,12,0.1
"Balance Transfer","MBNA Low Rate*","Part time","Private Tenant",30,30,12,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Council Tenant",30,20,12,0
"Balance Transfer","Halifax Low Rate*","Self Employed","Council Tenant",30,20,12,0
"Balance Transfer","Post Office*","Full time","Homeowner",40,100,40,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",70,40,25,0.7
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",70,40,24,0.7
"Balance Transfer","Santander*","Part time","Private Tenant",50,20,18,0.6
"Balance Transfer","Lloyds Platinum Low Rate*","Homemaker","Private Tenant",30,20,21,0
"Balance Transfer","Halifax Low Rate*","Homemaker","Private Tenant",30,20,21,0
"Balance Transfer","Santander*","Homemaker","Private Tenant",30,20,18,0
"Balance Transfer","Lloyds Platinum Low Rate*","Homemaker","Private Tenant",50,20,12,0.95
"Balance Transfer","Halifax Low Rate*","Homemaker","Private Tenant",50,20,12,0.95
"Balance Transfer","Santander*","Homemaker","Private Tenant",50,20,14,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Student","Living with Parents",30,10,32,0.6
"Balance Transfer","Halifax Low Rate*","Student","Living with Parents",30,10,32,0.6
"Balance Transfer","Santander*","Student","Living with Parents",30,10,14,0.9
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",40,30,52,0.95
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",40,30,52,0.95
"Balance Transfer","MBNA Low Rate*","Part time","Living with Parents",60,20,20,0
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",50,20,18,0.3
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",50,20,20,0.3
"Balance Transfer","Santander*","Homemaker","Private Tenant",50,20,26,0.6
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",60,30,15,0.7
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",60,30,15,0.7
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Private Tenant",30,10,54,0.7
"Balance Transfer","Halifax Low Rate*","Part time","Private Tenant",30,10,56,0.7
"Balance Transfer","Santander*","Full time","Living with Parents",50,20,18,0.6
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Living with Parents",40,40,27,0.4
"Balance Transfer","Halifax Low Rate*","Full time","Living with Parents",40,40,28,0.4
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",40,50,12,0.2
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",40,50,13,0.2
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",40,80,36,0.8
"Balance Transfer","MBNA Low Rate*","Unemployed","Living with Parents",50,10,12,0
"Balance Transfer","Santander*","Self Employed","Homeowner",40,20,18,0.8
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Living with Parents",50,10,15,0
"Balance Transfer","Halifax Low Rate*","Full time","Living with Parents",50,10,15,0
"Balance Transfer","Santander*","Retired","Homeowner",80,30,16,0.9
"Balance Transfer","Post Office*","Full time","Homeowner",50,20,16,0.9
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",40,110,12,0.8
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",50,20,21,0.4
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",50,20,21,0.4
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Living with Parents",40,30,79,0.7
"Balance Transfer","Halifax Low Rate*","Full time","Living with Parents",40,30,80,0.7
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",30,20,66,0.7
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",30,20,63,0.7
"Balance Transfer","Santander*","Retired","Council Tenant",70,20,34,0.3
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",70,30,12,0
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",70,30,12,0
"Balance Transfer","Halifax Low Rate*","Full time","Living with Parents",20,20,35,0.7
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Living with Parents",20,20,33,0.7
"Balance Transfer","Santander*","Full time","Private Tenant",40,10,12,0.4
"Balance Transfer","Santander*","Full time","Homeowner",50,80,22,0.9
"Balance Transfer","Post Office*","Self Employed","Homeowner",60,30,32,0.7
"Balance Transfer","Post Office*","Part time","Homeowner",50,30,16,0.7
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",50,40,45,0.7
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",50,40,43,0.7
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Homeowner",50,10,15,0.6
"Balance Transfer","Halifax Low Rate*","Part time","Homeowner",50,10,15,0.6
"Balance Transfer","MBNA Low Rate*","Full time","Private Tenant",30,10,26,0.1
"Balance Transfer","Santander*","Full time","Homeowner",50,50,110,0.7
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",50,40,39,0.3
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",50,40,40,0.3
"Balance Transfer","Santander*","Self Employed","Homeowner",50,40,22,0.9
"Balance Transfer","Halifax Low Rate*","Part time","Homeowner",50,10,23,0.7
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Homeowner",50,10,21,0.7
"Balance Transfer","Santander*","Retired","Council Tenant",60,20,14,0.95
"Balance Transfer","Halifax Low Rate*","Full time","Living with Parents",40,10,17,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Living with Parents",40,10,15,0.95
"Balance Transfer","Santander*","Full time","Living with Parents",40,10,14,0
"Balance Transfer","Post Office*","Full time","Homeowner",60,110,17,0.4
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",60,110,48,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",60,110,27,0.2
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",60,110,27,0.2
"Balance Transfer","Santander*","Part time","Living with Parents",30,20,24,0.6
"Balance Transfer","MBNA Low Rate*","Retired","Council Tenant",60,20,38,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Retired","Council Tenant",60,20,33,0.2
"Balance Transfer","Halifax Low Rate*","Retired","Council Tenant",60,20,33,0.2
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",30,10,20,0
"Balance Transfer","MBNA Low Rate*","Full time","Council Tenant",30,10,40,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",30,10,18,0
"Balance Transfer","Post Office*","Full time","Council Tenant",30,10,20,0
"Balance Transfer","Santander*","Self Employed","Homeowner",40,40,12,0.5
"Balance Transfer","Halifax Low Rate*","Part time","Council Tenant",50,20,31,0.9
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Council Tenant",50,20,30,0.9
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",60,70,12,0
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",60,70,12,0
"Balance Transfer","MBNA Low Rate*","Self Employed","Council Tenant",60,40,12,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",40,20,45,0.9
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",40,20,45,0.9
"Balance Transfer","Santander*","Part time","Council Tenant",40,20,12,0.9
"Balance Transfer","Post Office*","Full time","Homeowner",60,50,30,0.6
"Balance Transfer","Halifax Low Rate*","Self Employed","Living with Parents",30,20,23,0.2
"Balance Transfer","MBNA Low Rate*","Self Employed","Living with Parents",30,20,48,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Living with Parents",30,20,23,0.2
"Balance Transfer","MBNA Low Rate*","Full time","Private Tenant",30,40,72,0.8
"Balance Transfer","MBNA Low Rate*","Part time","Living with Parents",20,20,20,0
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",40,40,12,0.95
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",40,40,13,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Homemaker","Private Tenant",40,30,15,0.5
"Balance Transfer","Halifax Low Rate*","Homemaker","Private Tenant",40,30,15,0.5
"Balance Transfer","MBNA Low Rate*","Self Employed","Living with Parents",30,40,16,0.1
"Balance Transfer","Santander*","Full time","Homeowner",50,150,22,0.2
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Private Tenant",30,10,63,0.95
"Balance Transfer","Halifax Low Rate*","Part time","Private Tenant",30,10,61,0.95
"Balance Transfer","Santander*","Self Employed","Homeowner",50,60,22,0.2
"Balance Transfer","Post Office*","Full time","Homeowner",70,60,35,0.4
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",60,20,14,0.3
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",60,20,12,0.3
"Balance Transfer","Santander*","Full time","Homeowner",70,20,16,0.7
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",30,20,21,0.5
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",30,20,21,0.5
"Balance Transfer","Santander*","Self Employed","Private Tenant",30,20,26,0.9
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",70,30,21,0.5
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",70,30,21,0.5
"Balance Transfer","Santander*","Full time","Council Tenant",70,30,26,0.9
"Balance Transfer","MBNA Low Rate*","Retired","Council Tenant",80,20,96,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Retired","Council Tenant",80,20,21,0.5
"Balance Transfer","Halifax Low Rate*","Retired","Council Tenant",80,20,21,0.5
"Balance Transfer","Lloyds Platinum Low Rate*","Retired","Homeowner",60,10,40,0.2
"Balance Transfer","Halifax Low Rate*","Retired","Homeowner",60,10,39,0.2
"Balance Transfer","Santander*","Student","Living with Parents",30,20,18,0.95
"Balance Transfer","Santander*","Full time","Private Tenant",60,20,16,0.4
"Balance Transfer","Lloyds Platinum Low Rate*","Student","Private Tenant",30,10,21,0.6
"Balance Transfer","Halifax Low Rate*","Student","Private Tenant",30,10,21,0.6
"Balance Transfer","Santander*","Full time","Private Tenant",30,10,48,0
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Private Tenant",30,30,12,0.5
"Balance Transfer","Halifax Low Rate*","Part time","Private Tenant",30,30,12,0.5
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",50,30,30,0.3
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",50,30,30,0.3
"Balance Transfer","Lloyds Platinum Low Rate*","Retired","Homeowner",50,30,15,0
"Balance Transfer","Halifax Low Rate*","Retired","Homeowner",50,30,15,0
"Balance Transfer","MBNA Low Rate*","Homemaker","Homeowner",40,150,12,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",30,30,30,0.5
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",30,30,30,0.5
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",60,20,12,0.6
"Balance Transfer","MBNA Low Rate*","Full time","Living with Parents",40,30,24,0.8
"Balance Transfer","MBNA Low Rate*","Full time","Private Tenant",50,60,52,0.1
"Balance Transfer","Santander*","Full time","Private Tenant",50,60,14,0.8
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",40,40,36,0.5
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",40,40,37,0.5
"Balance Transfer","Santander*","Full time","Private Tenant",30,40,20,0.7
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",60,30,12,0.6
"Balance Transfer","Santander*","Full time","Private Tenant",40,60,26,0.8
"Balance Transfer","MBNA Low Rate*","Full time","Private Tenant",30,30,26,0.9
"Balance Transfer","Lloyds Platinum Low Rate*","Retired","Council Tenant",60,20,31,0.95
"Balance Transfer","Halifax Low Rate*","Retired","Council Tenant",60,20,32,0.95
"Balance Transfer","Santander*","Self Employed","Homeowner",50,40,18,0.7
"Balance Transfer","Santander*","Self Employed","Homeowner",50,10,20,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",50,50,30,0.7
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",50,50,30,0.7
"Balance Transfer","Post Office*","Full time","Homeowner",50,100,18,0.7
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",30,30,24,0.7
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",30,30,25,0.7
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",40,40,12,0.7
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",40,40,13,0.7
"Balance Transfer","Post Office*","Full time","Homeowner",40,120,16,0.7
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",40,30,21,0.3
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",40,30,25,0.3
"Balance Transfer","MBNA Low Rate*","Student","Living with Parents",20,10,32,0
"Balance Transfer","Post Office*","Student","Living with Parents",20,10,16,0
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Council Tenant",50,10,15,0.4
"Balance Transfer","Halifax Low Rate*","Part time","Council Tenant",50,10,15,0.4
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",60,20,16,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",60,20,15,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",50,40,15,0.5
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",50,40,15,0.5
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",70,20,16,0.8
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",60,20,55,0.4
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",60,20,54,0.4
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Living with Parents",20,10,18,0.6
"Balance Transfer","Halifax Low Rate*","Part time","Living with Parents",20,10,18,0.6
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Living with Parents",30,20,33,0.4
"Balance Transfer","Halifax Low Rate*","Self Employed","Living with Parents",30,20,34,0.4
"Balance Transfer","Post Office*","Full time","Homeowner",50,90,14,0.5
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Living with Parents",30,30,61,0.2
